Campus,Group,School / Department,Level,Category,Number of Applications,Date,Number of Acceptances,Month,Year,Main Level
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Buckingham Enterprise and Innovation Unit,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Occassional Non Degree,Unknown,0.0,Jan 2022,0.0,Jan,2022,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Unknown,0.0,Jan 2022,0.0,Jan,2022,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Unknown,0.0,Jan 2022,0.0,Jan,2022,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Unknown,0.0,Jan 2022,0.0,Jan,2022,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Unknown,0.0,Jan 2022,0.0,Jan,2022,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Unknown,0.0,Jan 2022,0.0,Jan,2022,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Occassional Non Degree,Unknown,0.0,Jan 2022,0.0,Jan,2022,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Unknown,11.0,Jan 2022,9.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Unknown,0.0,Jan 2022,0.0,Jan,2022,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Unknown,0.0,Jan 2022,0.0,Jan,2022,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of UG Medicine,Undergraduate,Unknown,0.0,Jan 2022,0.0,Jan,2022,Undergraduate Degree
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2022,0.0,Jan,2022,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Unknown,0.0,Jan 2022,0.0,Jan,2022,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2022,0.0,Jan,2022,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2022,0.0,Jan,2022,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Enterprise and Entrepreneurship,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2022,0.0,Jan,2022,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2022,0.0,Jan,2022,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2022,0.0,Jan,2022,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2022,0.0,Jan,2022,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Unknown,0.0,Jan 2022,0.0,Jan,2022,Foundation
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Home,9.0,Jan 2021,4.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Home,10.0,Jan 2021,3.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Buckingham Enterprise and Innovation Unit,Postgraduate Taught,Home,7.0,Jan 2021,6.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Occassional Non Degree,Home,1.0,Jan 2021,1.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Home,10.0,Jan 2021,5.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Home,41.0,Jan 2021,28.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Home,29.0,Jan 2021,10.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Home,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Home,6.0,Jan 2021,4.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Home,12.0,Jan 2021,6.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Home,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Home,0.0,Jan 2021,0.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Home,6.0,Jan 2021,0.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Home,7.0,Jan 2021,2.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Home,3.0,Jan 2021,3.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Home,9.0,Jan 2021,2.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Home,19.0,Jan 2021,7.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Home,6.0,Jan 2021,4.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Home,17.0,Jan 2021,16.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Home,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Home,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Home,0.0,Jan 2021,0.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Home,16.0,Jan 2021,6.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Home,20.0,Jan 2021,3.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Occassional Non Degree,Home,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Home,6.0,Jan 2021,1.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Home,3.0,Jan 2021,2.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Home,10.0,Jan 2021,9.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Home,20.0,Jan 2021,7.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Home,12.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Home,4.0,Jan 2021,3.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Home,102.0,Jan 2021,78.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Home,2.0,Jan 2021,0.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Home,6.0,Jan 2021,5.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Home,47.0,Jan 2021,13.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Research,Home,0.0,Jan 2021,0.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Taught,Home,30.0,Jan 2021,23.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Home,12.0,Jan 2021,7.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Home,11.0,Jan 2021,7.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Home,26.0,Jan 2021,8.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of UG Medicine,Undergraduate,Home,584.0,Jan 2021,56.0,Jan,2021,Undergraduate Degree
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Home,9.0,Jan 2021,0.0,Jan,2021,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Home,2.0,Jan 2021,0.0,Jan,2021,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Home,2.0,Jan 2021,0.0,Jan,2021,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Home,2.0,Jan 2021,0.0,Jan,2021,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Enterprise and Entrepreneurship,Foundation Undergraduate (1+2),Home,0.0,Jan 2021,0.0,Jan,2021,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Home,5.0,Jan 2021,0.0,Jan,2021,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Home,7.0,Jan 2021,0.0,Jan,2021,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Home,16.0,Jan 2021,3.0,Jan,2021,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Home,9.0,Jan 2021,2.0,Jan,2021,Foundation
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Overseas,83.0,Jan 2021,3.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Overseas,24.0,Jan 2021,2.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Buckingham Enterprise and Innovation Unit,Postgraduate Taught,Overseas,6.0,Jan 2021,1.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Occassional Non Degree,Overseas,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Overseas,24.0,Jan 2021,3.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Overseas,92.0,Jan 2021,12.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Overseas,56.0,Jan 2021,7.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Visiting Students Non Degree,Overseas,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Overseas,11.0,Jan 2021,1.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Overseas,22.0,Jan 2021,1.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Visiting Students Non Degree,Overseas,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Overseas,0.0,Jan 2021,0.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Overseas,13.0,Jan 2021,2.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Overseas,2.0,Jan 2021,0.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Overseas,1.0,Jan 2021,0.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Overseas,6.0,Jan 2021,1.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Overseas,1.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Overseas,2.0,Jan 2021,1.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Overseas,1.0,Jan 2021,1.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Executive Non Degree,Overseas,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Overseas,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Overseas,6.0,Jan 2021,1.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Overseas,196.0,Jan 2021,17.0,Jan,2021,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Overseas,79.0,Jan 2021,7.0,Jan,2021,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Occassional Non Degree,Overseas,0.0,Jan 2021,0.0,Jan,2021,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Overseas,1.0,Jan 2021,0.0,Jan,2021,Undergraduate Degree
