Campus,Group,School / Department,Level,Category,Number of Applications,Date,Number of Acceptances,Month,Year,Main Level
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Home,3.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Home,170.0,Sep 2020,37.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Research,Home,1.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Taught,Home,21.0,Sep 2020,16.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Home,10.0,Sep 2020,3.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Home,12.0,Sep 2020,4.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Home,122.0,Sep 2020,41.0,Sep,2020,Undergraduate Degree
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Home,22.0,Sep 2020,3.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Home,12.0,Sep 2020,1.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Home,9.0,Sep 2020,1.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Home,5.0,Sep 2020,2.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Enterprise and Entrepreneurship,Foundation Undergraduate (1+2),Home,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Home,38.0,Sep 2020,6.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Non Degree,Home,3.0,Sep 2020,1.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Home,27.0,Sep 2020,2.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Home,42.0,Sep 2020,5.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Home,26.0,Sep 2020,5.0,Sep,2020,Foundation
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Research,Overseas,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Overseas,53.0,Sep 2020,1.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Overseas,52.0,Sep 2020,1.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Centre for Foundation Studies,Non Degree Leading to Postgraduate Taught,Overseas,6.0,Sep 2020,2.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Overseas,33.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Overseas,130.0,Sep 2020,3.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Overseas,176.0,Sep 2020,7.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Overseas,19.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Overseas,53.0,Sep 2020,4.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Overseas,4.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Overseas,20.0,Sep 2020,2.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Overseas,6.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Overseas,6.0,Sep 2020,1.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Overseas,16.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Overseas,1.0,Sep 2020,0.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Overseas,24.0,Sep 2020,2.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Overseas,8.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Overseas,0.0,Sep 2020,0.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Overseas,9.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Overseas,189.0,Sep 2020,5.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Overseas,132.0,Sep 2020,6.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Visiting Students Non Degree,Overseas,0.0,Sep 2020,0.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Overseas,7.0,Sep 2020,1.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Non Degree Apprentice,Overseas,0.0,Sep 2020,0.0,Sep,2020,Apprenticeship
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Overseas,16.0,Sep 2020,1.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Overseas,56.0,Sep 2020,4.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Overseas,104.0,Sep 2020,4.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Overseas,1.0,Sep 2020,0.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Overseas,1.0,Sep 2020,1.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Overseas,125.0,Sep 2020,66.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Overseas,19.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Overseas,58.0,Sep 2020,5.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Overseas,231.0,Sep 2020,19.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Research,Overseas,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Taught,Overseas,20.0,Sep 2020,2.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Overseas,18.0,Sep 2020,2.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Overseas,26.0,Sep 2020,2.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Overseas,63.0,Sep 2020,6.0,Sep,2020,Undergraduate Degree
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Overseas,28.0,Sep 2020,2.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Overseas,81.0,Sep 2020,18.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Overseas,45.0,Sep 2020,2.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Overseas,12.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Enterprise and Entrepreneurship,Foundation Undergraduate (1+2),Overseas,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Overseas,79.0,Sep 2020,10.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Non Degree,Overseas,4.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Overseas,79.0,Sep 2020,5.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Overseas,77.0,Sep 2020,7.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Overseas,19.0,Sep 2020,2.0,Sep,2020,Foundation
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Centre for Foundation Studies,Non Degree Leading to Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Unknown,0.0,Sep 2020,0.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Unknown,0.0,Sep 2020,0.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Visiting Students Non Degree,Unknown,3.0,Sep 2020,0.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Non Degree Apprentice,Unknown,0.0,Sep 2020,0.0,Sep,2020,Apprenticeship
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Unknown,0.0,Sep 2020,0.0,Sep,2020,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Unknown,0.0,Sep 2020,0.0,Sep,2020,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Unknown,0.0,Sep 2020,0.0,Sep,2020,Undergraduate Degree
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Enterprise and Entrepreneurship,Foundation Undergraduate (1+2),Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Non Degree,Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Unknown,0.0,Sep 2020,0.0,Sep,2020,Foundation
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Home,3.0,Sep 2019,1.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Home,75.0,Sep 2019,10.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Centre for Foundation Studies,Non Degree Leading to Postgraduate Taught,Home,0.0,Sep 2019,0.0,Sep,2019,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Home,5.0,Sep 2019,1.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Home,34.0,Sep 2019,10.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Home,180.0,Sep 2019,34.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Home,0.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Home,94.0,Sep 2019,7.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Home,0.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Home,22.0,Sep 2019,4.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Home,13.0,Sep 2019,5.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Home,9.0,Sep 2019,6.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Home,46.0,Sep 2019,9.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Home,23.0,Sep 2019,13.0,Sep,2019,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Home,81.0,Sep 2019,45.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Home,17.0,Sep 2019,14.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Home,26.0,Sep 2019,26.0,Sep,2019,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Home,1.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Taught,Home,11.0,Sep 2019,5.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Undergraduate,Home,156.0,Sep 2019,22.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Visiting Students Non Degree,Home,0.0,Sep 2019,0.0,Sep,2019,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Modern Foreign Languages,Undergraduate,Home,1.0,Sep 2019,0.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Non Degree Apprentice,Home,48.0,Sep 2019,47.0,Sep,2019,Apprenticeship
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Research,Home,1.0,Sep 2019,1.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Postgraduate Taught,Home,0.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Computing,Undergraduate,Home,59.0,Sep 2019,13.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Occassional Non Degree,Home,42.0,Sep 2019,21.0,Sep,2019,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Research,Home,9.0,Sep 2019,7.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Education,Postgraduate Taught,Home,876.0,Sep 2019,733.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Research,Home,1.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Postgraduate Taught,Home,5.0,Sep 2019,2.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Law,Undergraduate,Home,190.0,Sep 2019,35.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Research,Home,0.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of PG Medicine,Postgraduate Taught,Home,1.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Research,Home,3.0,Sep 2019,2.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Postgraduate Taught,Home,6.0,Sep 2019,3.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,School of Psychology,Undergraduate,Home,181.0,Sep 2019,33.0,Sep,2019,Undergraduate Degree
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Accounting and Finance,Foundation Undergraduate (1+2),Home,19.0,Sep 2019,4.0,Sep,2019,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Centre for Foundation Studies,Foundation Non Degree,Home,12.0,Sep 2019,5.0,Sep,2019,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Economics and International Studies,Foundation Undergraduate (1+2),Home,13.0,Sep 2019,4.0,Sep,2019,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,English and Digital Media,Foundation Undergraduate (1+2),Home,1.0,Sep 2019,0.0,Sep,2019,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,Management,Foundation Undergraduate (1+2),Home,31.0,Sep 2019,5.0,Sep,2019,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Non Degree,Home,1.0,Sep 2019,1.0,Sep,2019,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Computing,Foundation Undergraduate (1+2),Home,27.0,Sep 2019,0.0,Sep,2019,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Law,Foundation Undergraduate (1+2),Home,24.0,Sep 2019,5.0,Sep,2019,Foundation
Buckingham,Foundation Undergraduate (1+2) and Foundation Non Degree,School of Psychology,Foundation Undergraduate (1+2),Home,4.0,Sep 2019,1.0,Sep,2019,Foundation
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Postgraduate Taught,Overseas,34.0,Sep 2019,3.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Accounting and Finance,Undergraduate,Overseas,49.0,Sep 2019,3.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Centre for Foundation Studies,Non Degree Leading to Postgraduate Taught,Overseas,0.0,Sep 2019,0.0,Sep,2019,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Research,Overseas,8.0,Sep 2019,2.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Postgraduate Taught,Overseas,87.0,Sep 2019,3.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Economics and International Studies,Undergraduate,Overseas,117.0,Sep 2019,9.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Postgraduate Research,Overseas,12.0,Sep 2019,4.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,English and Digital Media,Undergraduate,Overseas,43.0,Sep 2019,6.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Postgraduate Taught,Overseas,0.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Enterprise and Entrepreneurship,Undergraduate,Overseas,19.0,Sep 2019,2.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Research,Overseas,10.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Postgraduate Taught,Overseas,7.0,Sep 2019,2.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,History and History of Art,Undergraduate,Overseas,16.0,Sep 2019,1.0,Sep,2019,Undergraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Occassional Non Degree,Overseas,1.0,Sep 2019,0.0,Sep,2019,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Research,Overseas,15.0,Sep 2019,7.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,London,Postgraduate Taught,Overseas,1.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Occassional Non Degree,Overseas,0.0,Sep 2019,0.0,Sep,2019,Non Degree
Buckingham,Non Foundation (1+2) and Non Foundation,Management,Postgraduate Research,Overseas,18.0,Sep 2019,0.0,Sep,2019,Postgraduate Degree
